Escola,Sexo,idade,TP_Moradia,Tamanho_Familia,Situacao_Pais,Educacao_Mae,Educacao_Pai,Trabalho_Mae,Trabalho_Pai,Motivo_Escolha_Escolar,Responsavel_Legal,Tempo_ida_Escola,Tempo_Estudo_Semanal,Apoio_Educacao_Extra,Apoio_Educacao_Pais,Aulas_Particulares,Ativ_Extracurricular,Frequentou_Creche,Quer_Fazer_Graduacao,Tem_Internet,Esta_Namorando,Boa_Convivencia_Familia,Tempo_Livre_Apos_Escola,Tempo_com_Amigos,Alcool_Dia_Util,Alcool_Fim_Semana,Estado_Saude,Falta_Escolar,Nota_1Semestre,Nota_2Semestre
Mousinho da Silveira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,other,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Alto,Muito Alto,Muito Baixo,Muito Baixo,Muito Bom,3,17,17
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Bom,0,17,18
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Bom,0,9,0
Mousinho da Silveira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,Serviços,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Não,Sim,Não,Não,Bom,Muito Baixo,Alto,Muito Alto,Muito Alto,Muito Ruim,8,10,11
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Do Lar,Serviços,Outro,Mãe,30 min a 1h,"Até 2h,",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Ruim,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Muito Ruim,5,12,13
Mousinho da Silveira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Outro,Pai,30 min a 1h,"Até 2h,",Não,Não,Não,Não,Não,Não,Não,Não,Bom,Baixo,Moderado,Moderado,Alto,Bom,4,12,13
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Muito Ruim,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Ruim,4,8,8
Mousinho da Silveira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Preferência pelo Curso,Pai,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Excelente,Alto,Muito Alto,Muito Baixo,Alto,Razoavel,0,11,12
Mousinho da Silveira,Mulher,18,Rural,Até 3,Separados,Ensino Superior,Ensino Fundamental 2,Professor,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,0,5,0
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Não,Sim,Não,Não,Não,Bom,Alto,Baixo,Muito Baixo,Baixo,Ruim,2,9,10
Mousinho da Silveira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Outro,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Não,Não,Excelente,Muito Alto,Muito Alto,Baixo,Moderado,Ruim,0,5,0
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Professor,other,Preferência pelo Curso,Pai,15 a 30 min,Mais de 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Moderado,Moderado,Muito Baixo,Muito Bom,0,18,18
Mousinho da Silveira,Mulher,17,Rural,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Moderado,Moderado,Muito Baixo,Baixo,Ruim,5,11,11
Mousinho da Silveira,Mulher,18,Urbano,Até 3,Separados,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Não,Sim,Excelente,Baixo,Moderado,Muito Baixo,Baixo,Razoavel,2,8,10
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,Do Lar,Preferência pelo Curso,Pai,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Não,Não,Não,Bom,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Bom,0,11,11
Mousinho da Silveira,Mulher,19,Rural,Acima de 3,Separados,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Do Lar,Preferência pelo Curso,Outro,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Razoavel,Muito Alto,Alto,Muito Baixo,Alto,Muito Ruim,0,8,0
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,other,Perto de Casa,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Bom,5,14,14
Mousinho da Silveira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Serviços,other,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Bom,Muito Alto,Muito Alto,Muito Baixo,Moderado,Ruim,4,10,11
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Excelente,Moderado,Alto,Muito Baixo,Muito Baixo,Muito Bom,0,10,10
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Outro,Pai,15 a 30 min,2 a 5h,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Muito Bom,2,12,12
Mousinho da Silveira,Mulher,17,Urbano,Até 3,Separados,Ensino Médio,Ensino Fundamental 2,Serviços,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Não,Sim,Muito Ruim,Baixo,Moderado,Muito Baixo,Baixo,Muito Bom,0,15,14
Mousinho da Silveira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Perto de Casa,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Sim,Razoavel,Moderado,Baixo,Muito Baixo,Baixo,Razoavel,2,14,13
Mousinho da Silveira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Pai,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Moderado,Baixo,Muito Baixo,Muito Baixo,Bom,0,19,17
Mousinho da Silveira,Mulher,18,Rural,Até 3,Separados,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Não,Sim,Sim,Não,Sim,Bom,Moderado,Alto,Muito Baixo,Alto,Muito Bom,0,16,15
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Outro,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Muito Baixo,Moderado,Razoavel,6,13,12
Mousinho da Silveira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Do Lar,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Ruim,Moderado,Alto,Muito Baixo,Muito Baixo,Muito Ruim,4,15,14
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Pai,15 a 30 min,2 a 5h,Não,Não,Não,Não,Não,Sim,Não,Não,Razoavel,Baixo,Baixo,Muito Baixo,Baixo,Razoavel,0,13,13
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Médio,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Razoavel,Moderado,Alto,Baixo,Alto,Razoavel,0,8,10
Mousinho da Silveira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Outro,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Baixo,Baixo,Baixo,Muito Bom,0,15,16
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Reputação,Mãe,30 min a 1h,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Excelente,Baixo,Muito Baixo,Muito Baixo,Baixo,Muito Ruim,0,8,8
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Do Lar,Serviços,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Excelente,Baixo,Moderado,Muito Baixo,Baixo,Bom,0,10,10
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,other,Professor,Outro,Pai,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Razoavel,Baixo,Baixo,Alto,Baixo,Muito Bom,0,7,5
Mousinho da Silveira,Homem,18,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,Serviços,Outro,Pai,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Bom,Moderado,Moderado,Baixo,Moderado,Razoavel,3,9,10
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Do Lar,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Razoavel,Alto,Moderado,Muito Baixo,Muito Baixo,Razoavel,8,10,11
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Razoavel,Muito Alto,Muito Alto,Muito Baixo,Moderado,Muito Ruim,4,7,8
Mousinho da Silveira,Mulher,18,Rural,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,other,other,Reputação,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Alto,Alto,Muito Baixo,Muito Baixo,Muito Ruim,0,15,17
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,Mais de 1h,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Baixo,Muito Baixo,Baixo,Bom,4,10,11
Mousinho da Silveira,Mulher,19,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Outro,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,4,7,8
Mousinho da Silveira,Mulher,18,Rural,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Alto,Moderado,Moderado,Alto,Ruim,1,13,14
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Muito Baixo,Moderado,Muito Baixo,Baixo,Muito Ruim,1,16,16
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,Do Lar,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Bom,Muito Alto,Alto,Baixo,Moderado,Muito Ruim,10,8,9
Mousinho da Silveira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Razoavel,Baixo,Alto,Muito Baixo,Alto,Ruim,4,17,18
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Outro,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Não,Sim,Sim,Sim,Bom,Alto,Moderado,Muito Baixo,Moderado,Muito Bom,0,7,7
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,Serviços,Perto de Casa,Pai,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Muito Baixo,Razoavel,4,14,15
Mousinho da Silveira,Homem,19,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Outro,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Não,Não,Bom,Moderado,Baixo,Muito Baixo,Moderado,Muito Bom,0,5,8
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,other,other,Perto de Casa,Pai,15 a 30 min,"Até 2h,",Não,Não,Sim,Não,Sim,Sim,Não,Não,Excelente,Alto,Moderado,Alto,Moderado,Razoavel,0,7,7
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Outro,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Não,Não,Excelente,Moderado,Moderado,Muito Baixo,Moderado,Bom,0,14,17
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Outro,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Ruim,0,6,9
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Do Lar,Reputação,Mãe,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Moderado,Baixo,Baixo,Muito Bom,4,7,9
Mousinho da Silveira,Mulher,19,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Serviços,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Excelente,Alto,Baixo,Muito Baixo,Baixo,Muito Bom,4,10,11
Mousinho da Silveira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,Professor,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Alto,Muito Baixo,Muito Baixo,Muito Ruim,4,15,15
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Não,Muito Ruim,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,6,11,12
Mousinho da Silveira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,Serviços,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Não,Ruim,Alto,Muito Alto,Moderado,Alto,Ruim,6,10,10
Mousinho da Silveira,Homem,18,Rural,Até 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Mãe,30 min a 1h,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Não,Bom,Alto,Muito Baixo,Moderado,Alto,Muito Bom,4,10,11
